Time,Temperature,NO2,CO,O3,SO2,Humidity,Shunt Voltage,Bus Voltage,Current,Power,Shunt Voltage1,Bus Voltage1,Current1,Power1,PM 10
2016-11-02 07:47:58.853579,29.3,65.17857142857142,50.140020366598776,-6.600935828877005,26.81587837837838,48.4,0.0,26.88,0,0,-0.01,28.928,-1,0,0.0021491071674972773
2016-11-02 07:48:30.162414,29.3,67.0608108108108,38.83273930753564,-8.856951871657754,23.015202702702705,48.2,0.0,26.88,0,0,-0.01,27.904,-1,0,101.87171936035156
2016-11-02 07:49:01.488023,29.4,61.341698841698836,44.32408350305499,-9.608957219251337,39.4847972972973,48.0,0.0,26.88,0,0,-0.01,27.904,-1,0,98.04512786865234
2016-11-02 07:49:32.830567,29.4,54.826254826254825,55.700101832993894,-6.600935828877005,28.716216216216218,47.9,0.0,26.88,0,0,-0.01,27.904,0,0,105.58677673339844
2016-11-02 07:50:04.160538,29.4,53.30598455598455,65.70137474541752,-8.856951871657754,40.11824324324324,47.8,0.0,26.88,0,0,-0.01,27.904,0,0,108.1685791015625
2016-11-02 07:50:35.487774,29.4,61.92084942084941,55.593177189409374,-7.352941176470588,33.15033783783784,47.8,0.0,26.88,0,0,0.0,27.904,0,0,120.63372039794922
2016-11-02 07:51:06.810492,29.4,57.36003861003861,48.593431771894096,-11.864973262032086,19.214527027027028,47.8,0.0,27.904,0,0,0.0,28.928,0,0,148.45481872558594
2016-11-02 07:51:38.138282,29.4,56.99806949806949,63.9409368635438,-11.363636363636363,21.114864864864867,47.8,0.0,27.904,0,0,0.0,27.904,0,0,137.73265075683594
2016-11-02 07:52:09.440553,29.5,65.25096525096524,53.31720977596741,-8.856951871657754,35.05067567567568,47.8,0.0,27.904,0,0,0.0,29.952,-1,0,93.01195526123047
2016-11-02 07:52:40.764224,29.5,56.85328185328184,40.76883910386965,-9.608957219251337,38.21790540540541,47.7,0.0,27.904,0,0,-0.01,27.904,0,0,155.3332061767578
2016-11-02 07:53:12.082945,29.5,58.373552123552116,47.7418533604888,-9.608957219251337,26.182432432432435,47.6,0.0,26.88,0,0,0.0,28.928,-1,0,149.59996032714844
2016-11-02 07:53:43.410553,29.5,58.807915057915054,50.79684317718941,-8.856951871657754,31.883445945945947,47.6,0.0,26.88,0,0,-0.01,28.928,0,0,151.83348083496094
