Time,Temperature,NO2,CO,O3,SO2,Humidity,Shunt Voltage,Bus Voltage,Current,Power,Shunt Voltage1,Bus Voltage1,Current1,Power1,PM 10
2016-10-29 18:33:49.068214,26.9,-379.2210659098072,2488.5448523500695,-1420.8100833155306,-671.5978599482122,41.1,17.87,27.92,180,222,-0.01,32.0,-1,0,0.0
2016-10-29 18:33:51.383852,26.9,-381.7637571429492,2491.0044181508015,-1427.8364341063761,-674.5564838920958,40.9,17.73,28.944,176,218,0.0,0.26,-1,0,1.7159571647644043
2016-10-29 18:33:53.694345,26.8,-382.8717455015249,2492.8852625866557,-1406.2050921520263,-674.7079308215815,41.1,17.79,27.92,177,217,-0.01,0.26,0,0,1.198504090309143
2016-10-29 18:33:56.012606,26.8,-381.2878903479199,2495.5256788139122,-1403.8092804012904,-674.7403837350427,41.2,17.8,28.944,173,215,0.0,0.26,0,0,49.07279586791992
2016-10-29 18:33:58.334215,26.8,-383.1238838779961,2498.2384352117783,-1408.1048660376152,-674.8161071997856,41.3,17.740000000000002,28.944,173,216,-0.01,0.26,-1,0,1.3927791118621826
2016-10-29 18:34:00.648166,26.7,-382.2325214485006,2499.649068538669,-1407.0232989398978,-676.4495705106684,41.4,17.39,28.944,175,218,-0.01,0.26,-1,0,3.7729616165161133
2016-10-29 18:34:02.954470,26.7,-382.32485381171546,2501.783103571657,-1414.8627427261906,-676.8281878343829,41.5,17.330000000000002,29.968,176,216,0.0,0.26,0,0,0.9582210779190063
2016-10-29 18:34:05.263938,26.6,-384.0010413285353,2504.5682001401333,-1420.2654644223537,-676.2548530299007,41.5,17.7,27.92,176,214,-0.01,2.308,-1,0,0.9720101356506348
2016-10-29 18:34:07.574643,26.6,-380.51371899481256,2506.159683893548,-1420.1376196117487,-676.573973345603,41.6,17.48,27.92,176,219,-0.01,0.26,0,0,2.5882678031921387
2016-10-29 18:34:09.890143,26.6,-382.1401890852858,2507.9320180734876,-1411.359794915616,-675.9519591709292,43.8,17.38,27.92,175,218,0.0,1.284,-1,0,0.870143473148346
2016-10-29 18:34:12.197380,26.5,-328.0724879336286,2199.0756596550705,-1393.0473042445697,-589.6001652694667,53.3,17.61,28.944,172,215,-0.01,1.284,0,0,3.4084060192108154
2016-10-29 18:34:14.508412,26.5,-333.05488430248073,2232.0989475384313,-1377.8184304053134,-597.0102471764511,46.8,17.72,28.944,174,217,-0.01,0.26,-1,0,6.2723469734191895
2016-10-29 18:34:16.814895,26.5,-339.4151636300746,2257.1648166547166,-1397.102541636957,-604.0308941219,44.3,17.330000000000002,27.92,175,218,0.0,1.284,0,0,3.220860719680786
2016-10-29 18:34:19.136778,26.5,-348.9751144675302,2320.0645949999125,-1405.5760956838503,-620.0301804582942,43.4,17.48,28.944,172,214,-0.01,1.284,0,0,1.0686728954315186
2016-10-29 18:34:21.447325,26.5,-333.328330147386,2232.3883082208704,-1383.5024106848075,-597.9513816668273,42.9,17.29,28.944,174,221,0.0,0.26,0,0,3.038820266723633
2016-10-29 18:34:23.766343,26.4,-346.81595766620325,2308.8156984700936,-1393.806702419563,-618.1316850208116,42.7,17.6,28.944,174,217,-0.01,2.308,-1,0,0.9185829162597656
2016-10-29 18:34:26.074420,26.4,-348.12281573016435,2318.943322355461,-1405.650245674001,-621.6420084935362,43.0,17.46,28.944,174,216,-0.01,0.26,-1,0,20.49175453186035
2016-10-29 18:34:28.404447,26.4,-325.68605146900376,2190.467179352508,-1380.986424812103,-586.344056285522,42.9,17.14,28.944,172,214,0.0,1.284,-1,0,21.11350440979004
2016-10-29 18:34:30.717643,26.3,-345.6227394338917,2299.1582856936893,-1402.280256466456,-615.1081552500045,43.0,17.43,28.944,177,220,-0.01,2.308,0,0,2.0619919300079346
2016-10-29 18:34:33.028317,26.3,-355.3105350819514,2348.8921529879062,-1399.050896550576,-630.928950562362,43.0,17.48,28.944,170,212,0.0,1.284,-1,0,1.0785208940505981
2016-10-29 18:34:35.329281,26.3,-354.7778483710976,2349.941085461748,-1401.8276858369145,-632.0648025335056,43.1,17.16,29.968,173,216,0.0,1.284,-1,0,7.885515213012695
2016-10-29 18:34:37.658459,26.2,298.63697863056956,1180.8515882372367,-974.327423655174,1509.4650950416813,43.2,17.93,27.92,178,218,0.0,32.0,-1,0,1.1298030614852905
2016-10-29 18:34:39.970345,26.1,309.69910599263295,735.9595389871448,-976.2502096066718,1063.778416840583,42.9,17.54,28.944,177,223,-0.01,0.26,0,0,13.509364128112793
2016-10-29 18:34:42.271721,26.1,309.79498960058675,321.6673819049854,-978.3545351892286,705.9039136467035,43.1,17.37,28.944,175,221,-0.01,0.26,-1,0,46.363948822021484
2016-10-29 18:34:44.581381,26.0,310.5833659326503,-8.96336786697341,-974.0461650718433,510.4454246885351,43.2,17.650000000000002,28.944,178,222,-0.01,0.26,-1,0,1.3276373147964478
2016-10-29 18:34:46.890432,26.0,298.75772095169646,608.2791378608985,-976.3882820021249,658.1386338506609,43.4,17.72,28.944,177,216,-0.01,0.26,-1,0,56.86293029785156
2016-10-29 18:34:49.213908,26.0,298.47007012783547,9.845076491567015,-979.2673471369475,436.6150465642027,43.5,17.59,28.944,180,223,-0.01,0.26,-1,0,5.984745025634766
2016-10-29 18:34:51.535048,25.9,307.3268745069641,-219.22007374427318,-973.3685875756372,320.34166645147207,43.6,17.830000000000002,28.944,177,220,-0.01,0.26,-1,0,1.9637829065322876
2016-10-29 18:34:53.861743,25.9,360.723390402946,-429.87465055992686,-978.8761420164965,290.1063687434122,43.5,17.38,28.944,175,223,-0.01,1.284,0,0,2.128977060317993
2016-10-29 18:34:56.169767,25.8,367.14759213584233,-587.2506917214838,-987.8636322020213,262.68906568757023,43.7,17.72,28.944,177,221,0.0,1.284,-1,0,7.005504608154297
2016-10-29 18:34:58.475590,25.8,348.8906429325142,-710.6991928670583,-989.5077164664004,270.4236767291671,43.8,17.7,28.944,172,214,-0.01,1.284,-1,0,20.241506576538086
2016-10-29 18:35:00.794255,25.8,315.42371251194123,-821.8498650089715,-989.7429509179133,278.82357249671907,44.0,17.57,29.968,173,216,0.0,0.26,0,0,1.335822343826294
2016-10-29 18:35:03.110409,25.8,309.6529398110257,-905.149571466123,-991.2566334754755,287.8617088956759,44.1,17.330000000000002,28.944,174,217,0.0,2.308,0,0,1.267126202583313
2016-10-29 18:35:05.423969,25.7,304.39709759726844,-985.2301403311396,-985.1328670475006,299.1282786856382,44.2,17.740000000000002,27.92,174,217,-0.01,0.26,-1,0,3.732151985168457
2016-10-29 18:35:07.735949,25.7,293.81793951971275,-755.4415883892018,-1010.4640378207564,235.60710940416138,44.1,17.25,28.944,175,216,0.0,0.26,-1,0,8.104475975036621
2016-10-29 18:35:10.056038,25.7,241.80285782721143,-795.5180429070149,-1014.4067717798115,233.51930530482133,44.2,17.73,27.92,176,219,0.0,2.308,-1,0,1.836006760597229
2016-10-29 18:35:12.365411,25.6,265.0848183362603,-1008.7045256940104,-995.6289259981634,290.5877536264206,44.2,17.68,28.944,174,219,-0.01,0.26,-1,0,0.7744171023368835
2016-10-29 18:35:14.678316,25.6,270.0317022577223,-1033.8427349809058,-991.6887489353201,296.56990734110997,44.4,17.27,28.944,174,217,-0.01,1.284,0,0,2.094743490219116
2016-10-29 18:35:16.985176,25.6,274.250581007684,-1087.808502255795,-991.7961385762284,303.25520751412654,44.5,17.44,28.944,175,218,-0.01,1.284,-1,0,47.18502426147461
2016-10-29 18:35:19.297249,25.6,283.1855127710712,-1128.4636781384866,-983.9464672050871,327.39476631038264,44.5,17.41,29.968,175,216,-0.01,1.284,-1,0,46.527305603027344
2016-10-29 18:35:21.605384,25.5,306.1443100088689,-1248.9824023743652,-992.8393522307642,348.4675247845509,44.5,17.25,28.944,176,219,0.0,1.284,0,0,1.3250519037246704
2016-10-29 18:35:23.917044,25.5,309.29781533712304,-1272.3482774813215,-974.4833943241122,355.5206246434616,44.5,17.43,27.92,176,216,-0.01,1.284,-1,0,2.2319517135620117
2016-10-29 18:35:26.238375,25.4,294.8158392913786,-1281.6439894046769,-973.7367806301794,354.14678464026895,44.5,17.53,29.968,171,215,-0.01,1.284,-1,0,1.7389099597930908
2016-10-29 18:35:28.556328,25.3,300.7428667608115,-1282.548241537299,-981.0546175892041,351.1881606963855,44.6,17.44,28.944,178,222,-0.01,1.284,-1,0,0.9826928377151489
2016-10-29 18:35:30.872626,25.3,305.72171188492473,-1299.6566918865099,-983.3328121141836,360.90780827802826,44.8,17.21,29.968,173,216,0.0,0.26,0,0,1.190645694732666
2016-10-29 18:35:33.183602,25.3,300.3025124131726,-1305.588585876511,-987.1988391868758,361.9571191466084,44.9,17.19,28.944,172,214,-0.01,1.284,-1,0,5.28533935546875
