Time,Temperature,Humidity,NO2WE,NO2AE,COWE,COAE,O3WE,O3AE,SO2WE,SO2AE,PM 10,Shunt Voltage,Bus Voltage,Current,Power,Shunt Voltage1,Bus Voltage1,Current1,Power1
2016-11-05 15:33:03.377905,28.2,61.2,3522.75,3521.625,3517.5,3516.5625,3528.9375,3523.6875,3519.375,3518.625,2.2477927359432215e-06,0.0,23.808,0,0,0.0,28.928,0,0
2016-11-05 15:33:34.706827,28.2,61.1,3531.5625,3530.25,3525.0,3523.875,3520.6875,3532.6875,3527.4375,3526.3125,52.36154556274414,0.0,28.928,0,0,0.0,29.952,0,0
2016-11-05 15:34:06.036526,28.2,61.1,3531.9375,3530.8125,3525.375,3524.25,3529.125,3533.25,3527.8125,3526.6875,55.06925582885742,0.0,28.928,0,0,-0.01,29.952,-1,0
2016-11-05 15:34:37.365175,28.2,61.1,3532.125,3530.8125,3525.5625,3524.4375,3529.5,3533.4375,3528.0,3526.875,64.74887084960938,0.01,28.928,0,0,0.0,29.952,-1,0
2016-11-05 15:35:08.694849,28.2,61.1,3532.3125,3531.1875,3525.75,3524.625,3529.6875,3533.625,3528.1875,3527.0625,58.13130569458008,0.0,27.904,0,0,-0.01,29.952,-1,0
2016-11-05 15:35:40.024661,28.2,61.1,3532.5,3531.375,3525.9375,3524.8125,3529.875,3533.8125,3528.375,3527.25,38.111915588378906,0.0,29.952,0,0,-0.01,29.952,-1,0
2016-11-05 15:36:11.358256,28.2,61.1,3532.6875,3531.375,3526.125,3524.8125,3530.0625,3534.0,3528.5625,3527.4375,50.56471633911133,0.0,28.928,0,0,-0.01,30.976,-1,0
2016-11-05 15:36:42.672539,28.2,61.1,3532.6875,3531.375,3526.125,3525.0,3530.25,3534.0,3528.5625,3527.4375,50.38865661621094,0.0,27.904,0,0,-0.01,29.952,-1,0
2016-11-05 15:37:13.998469,28.3,61.2,3532.875,3531.5625,3526.125,3525.0,3530.25,3534.0,3528.5625,3527.4375,63.30488967895508,0.0,27.904,0,0,0.0,29.952,0,0
2016-11-05 15:37:45.306569,28.3,61.2,3532.875,3531.5625,3526.3125,3525.1875,3530.25,3534.1875,3528.75,3527.625,57.25354766845703,0.0,28.928,0,0,-0.01,29.952,-1,0
