Time,Temperature,NO2,CO,O3,SO2,Humidity,Shunt Voltage,Bus Voltage,Current,Power,Shunt Voltage1,Bus Voltage1,Current1,Power1,PM 10
2016-10-24 11:51:51.955115,21.8,0.5986454166666666,1.164021530526062,1.1819620329063603,0.229858272879464,53.4,17.01,25.872,166,208,-0.01,1.284,-1,0,0.0025402503088116646
2016-10-24 11:51:53.192534,21.8,0.5986479932598036,1.164030875965251,1.1819670251766785,0.22986252511160704,53.4,16.77,25.872,168,209,0.0,2.308,0,0,0.019690630957484245
2016-10-24 11:51:54.455964,21.8,0.598642625612745,1.1640349782818533,1.1819647946113074,0.22985640345982128,53.4,16.71,25.872,171,213,-0.01,1.284,0,0,0.019021041691303253
2016-10-24 11:51:55.713852,21.8,0.5986473284313724,1.1640367742519306,1.1819804715106006,0.22986767857142842,53.4,16.64,25.872,167,207,0.0,2.308,0,0,0.0
2016-10-24 11:51:57.049798,21.8,0.5986391498161766,1.1640280127895755,1.1819851976590106,0.2298544475446428,53.4,17.1,25.872,171,209,-0.01,2.308,-1,0,0.0
2016-10-24 11:51:58.311243,21.8,0.5986405392156864,1.1640326345318532,1.1819775563162545,0.22985426060267836,53.4,16.69,24.848,170,211,-0.01,1.284,-1,0,0.0
2016-10-24 11:51:59.571561,21.8,0.5986427267156863,1.164035538730695,1.1819741077738515,0.22985524553571415,53.5,16.78,26.896,171,213,-0.01,2.308,-1,0,0.0
2016-10-24 11:52:00.824054,21.8,0.598643671875,1.1640338495415057,1.1819632464664311,0.2298586941964284,53.5,17.35,25.872,166,206,0.0,2.308,-1,0,0.019656416028738022
2016-10-24 11:52:02.071370,21.8,0.5986436825980389,1.164025057915058,1.1819643308303887,0.2298668080357142,53.5,17.14,26.896,168,211,-0.01,2.308,-1,0,0.0
2016-10-24 11:52:03.334896,21.8,0.5986727144607843,1.1640394835907337,1.1819876645318022,0.22985931082589275,53.5,16.97,25.872,168,209,0.0,2.308,-1,0,0.0
2016-10-24 11:52:04.605097,21.8,0.5986451118259801,1.1640392736486487,1.1819898454063607,0.22986015625000006,53.5,16.59,25.872,167,208,0.0,2.308,-1,0,0.01934194378554821
2016-10-24 11:52:05.862306,21.8,0.5986466069240196,1.1640350778233592,1.18197257729682,0.2298685072544643,53.5,16.82,25.872,167,207,0.0,2.308,-1,0,0.0
2016-10-24 11:52:07.123104,21.8,0.5986363618259801,1.1640263887548263,1.1819871676236748,0.2298581222098211,53.5,16.61,24.848,170,212,-0.01,2.308,-1,0,0.01912275329232216
2016-10-24 11:52:08.400028,21.8,0.5986421216299018,1.1640222882480695,1.181975941916961,0.22985479910714282,53.5,16.59,25.872,171,212,0.0,2.308,0,0,0.0
2016-10-24 11:52:09.663777,21.8,0.5986424693627448,1.164025440395753,1.1819776391342756,0.22985150390624978,53.5,16.93,25.872,170,212,0.0,2.308,-1,0,0.0
2016-10-24 11:52:10.922301,21.8,0.5986453645833332,1.164017849300193,1.1819851468639575,0.2298572851562499,53.4,16.84,25.872,169,210,-0.01,2.308,-1,0,0.01929481513798237
2016-10-24 11:52:12.186639,21.8,0.5986550428921569,1.1640437294884172,1.1819874271201414,0.2298562779017857,53.4,16.63,25.872,170,211,0.0,2.308,-1,0,0.019378457218408585
2016-10-24 11:52:13.442982,21.8,0.5986419730392155,1.1640300657577218,1.1819801998674913,0.2298523688616072,53.4,16.87,24.848,170,211,-0.01,1.284,0,0,0.0
2016-10-24 11:52:14.711213,21.8,0.598652156862745,1.1640250235279925,1.1819777948321555,0.2298611997767856,53.4,16.69,25.872,169,210,-0.01,2.308,-1,0,0.0
2016-10-24 11:52:15.970438,21.8,0.5986497702205883,1.1640389484797298,1.181971034673145,0.22986262555803572,53.4,17.02,24.848,167,210,0.0,2.308,-1,0,0.0
2016-10-24 11:52:17.220581,21.8,0.5986498468137254,1.1640393731901544,1.1819785711130744,0.22986881975446413,53.4,16.72,25.872,171,209,-0.01,2.308,-1,0,0.019491570070385933
2016-10-24 11:52:18.474486,21.8,0.5986352068014704,1.1640275392133206,1.1819839697438161,0.22986684709821423,53.4,16.65,25.872,167,207,0.0,2.308,-1,0,0.0
2016-10-24 11:52:19.733411,21.8,0.5986484390318628,1.1640290148407337,1.181980804991166,0.22986300502232118,53.4,16.7,25.872,167,208,0.0,2.308,0,0,0.0
2016-10-24 11:52:20.994801,21.8,0.5986539108455882,1.164028413368726,1.181965961793286,0.22985703683035702,53.4,16.94,24.848,171,209,-0.01,1.284,0,0,0.0
2016-10-24 11:52:22.259861,21.8,0.5986467003676469,1.1640228987693049,1.181966245583039,0.22986130580357148,53.4,17.2,25.872,171,212,-0.01,2.308,0,0,0.0
2016-10-24 11:52:23.520848,21.8,0.5986583302696077,1.1640241716940154,1.181982546378092,0.22985618024553553,53.4,17.04,25.872,166,207,0.0,2.308,0,0,0.0
2016-10-24 11:52:24.774827,21.8,0.5986420940563727,1.1640148244449806,1.1819802131183745,0.22986084821428573,53.4,17.37,25.872,166,206,0.0,3.332,0,0,0.019447464495897293
2016-10-24 11:52:26.030594,21.8,0.5986443826593136,1.1640210533301159,1.1819771654151945,0.22985649274553555,53.4,17.07,24.848,170,211,-0.01,2.308,-1,0,0.0
2016-10-24 11:52:27.289369,21.8,0.5986519439338235,1.1640288561776062,1.1819585214222614,0.22985957589285724,53.4,17.02,26.896,166,207,-0.01,1.284,-1,0,0.0
2016-10-24 11:52:28.555462,21.8,0.5986427435661764,1.164009708011583,1.1819623674911661,0.22985939453125,53.4,16.66,25.872,167,208,-0.01,2.308,0,0,0.0
